Year,Month,CharCode,InRuR
2007,10,CAD,24.9244
2007,10,CNY,3.31949
2007,10,NOK,4.58307
2007,10,XDR,38.7792
2007,10,SGD,16.731
2007,10,TRY,20.4838
2007,10,UAH,4.95517
2007,10,SEK,3.83334
2007,10,CHF,21.2914
2007,10,JPY,0.216649
2007,11,AUD,22.7726
2007,11,GBP,51.1385
2007,11,BYR,0.0114575
2007,11,DKK,4.77906
2007,11,USD,24.6724
2007,11,EUR,35.6492
2007,11,ISK,0.410386
2007,11,KZT,0.204098
2007,11,CAD,25.8838
2007,11,CNY,3.3053
2007,11,NOK,4.6222
2007,11,XDR,38.7073
2007,11,SGD,17.0225
2007,11,TRY,20.7418
2007,11,UAH,4.87713
2007,11,SEK,3.87328
2007,11,CHF,21.3042
2007,11,JPY,0.215141
2007,12,AUD,21.6653
2007,12,GBP,50.4018
2007,12,BYR,0.0113252
2007,12,DKK,4.82885
2007,12,USD,24.4171
2007,12,EUR,36.0055
2007,12,ISK,0.397349
2007,12,KZT,0.20202
2007,12,CAD,24.466
2007,12,CNY,3.30756
2007,12,NOK,4.43617
2007,12,XDR,38.8171
2007,12,SGD,16.872
2007,12,TRY,20.6226
2007,12,UAH,4.81239
2007,12,SEK,3.8344
2007,12,CHF,21.7893
2007,12,JPY,0.221029
2008,1,AUD,21.5246
2008,1,GBP,49.0114
2008,1,BYR,0.0113897
2008,1,DKK,4.8471
2008,1,USD,24.5462
2008,1,EUR,35.9332
2008,1,ISK,0.392865
2008,1,KZT,0.203492
2008,1,CAD,25.0038
2008,1,CNY,3.36038
2008,1,NOK,4.53971
2008,1,XDR,38.7457
2008,1,SGD,16.9694
2008,1,TRY,20.9367
2008,1,UAH,4.82357
2008,1,SEK,3.83379
2008,1,CHF,21.7879
2008,1,JPY,0.218441
2008,2,AUD,21.776
2008,2,GBP,48.552
2008,2,BYR,0.0113498
2008,2,DKK,4.87073
2008,2,USD,24.4262
2008,2,EUR,36.29
2008,2,ISK,0.378407
2008,2,KZT,0.203185
2008,2,CAD,24.5835
2008,2,CNY,3.40008
2008,2,NOK,4.50493
2008,2,XDR,38.8777
2008,2,SGD,17.2331
2008,2,TRY,20.8842
2008,2,UAH,4.79001
2008,2,SEK,3.84495
2008,2,CHF,22.5605
2008,2,JPY,0.229203
2008,3,AUD,22.7014
2008,3,GBP,47.707
2008,3,BYR,0.0111762
2008,3,DKK,4.89274
2008,3,USD,24.0023
2008,3,EUR,36.5099
2008,3,ISK,0.365777
2008,3,KZT,0.198601
2008,3,CAD,24.4996
2008,3,CNY,3.37443
2008,3,NOK,4.63115
2008,3,XDR,38.4654
2008,3,SGD,17.2171
2008,3,TRY,20.221
2008,3,UAH,4.70975
2008,3,SEK,3.88004
2008,3,CHF,22.8159
2008,3,JPY,0.229139
2008,4,AUD,21.5379
2008,4,GBP,46.7492
2008,4,BYR,0.0109442
2008,4,DKK,4.97096
2008,4,USD,23.5027
2008,4,EUR,37.0873
2008,4,ISK,0.301587
2008,4,KZT,0.194725
2008,4,CAD,22.972
2008,4,CNY,3.35044
2008,4,NOK,4.60711
2008,4,XDR,38.6852
2008,4,SGD,17.0297
2008,4,TRY,18.0235
2008,4,UAH,4.66203
2008,4,SEK,3.95662
2008,4,CHF,23.5545
2008,4,JPY,0.235569
2008,5,AUD,22.0926
2008,5,GBP,46.5227
2008,5,BYR,0.0110478
2008,5,DKK,4.93879
2008,5,USD,23.6588
2008,5,EUR,36.8959
2008,5,ISK,0.317866
2008,5,KZT,0.196499
2008,5,CAD,23.3391
2008,5,CNY,3.3791
2008,5,NOK,4.59492
2008,5,XDR,38.4583
2008,5,SGD,17.363
2008,5,TRY,18.3259
2008,5,UAH,4.73583
2008,5,SEK,3.93539
2008,5,CHF,22.8191
2008,5,JPY,0.227839
2008,6,AUD,22.7034
2008,6,GBP,46.9617
2008,6,BYR,0.0111144
2008,6,DKK,4.92989
2008,6,USD,23.7384
2008,6,EUR,36.7827
2008,6,ISK,0.317528
2008,6,KZT,0.196848
2008,6,CAD,24.0121
2008,6,CNY,3.41973
2008,6,NOK,4.66071
2008,6,XDR,38.5367
2008,6,SGD,17.392
2008,6,TRY,19.6429
2008,6,UAH,4.93501
2008,6,SEK,3.93998
2008,6,CHF,22.649
2008,6,JPY,0.225265
2008,7,AUD,22.5384
2008,7,GBP,46.6615
2008,7,BYR,0.0110143
2008,7,DKK,4.95235
2008,7,USD,23.4068
2008,7,EUR,36.971
2008,7,ISK,0.291021
2008,7,KZT,0.193826
2008,7,CAD,23.1957
2008,7,CNY,3.41331
2008,7,NOK,4.62548
2008,7,XDR,38.1514
2008,7,SGD,17.1831
2008,7,TRY,19.064
2008,7,UAH,4.96359
2008,7,SEK,3.9132
2008,7,CHF,23.0042
2008,7,JPY,0.22109
2008,8,AUD,22.1423
2008,8,GBP,46.404
2008,8,BYR,0.0110752
2008,8,DKK,4.90185
2008,8,USD,23.4186
2008,8,EUR,36.5752
2008,8,ISK,0.291948
2008,8,KZT,0.19483
2008,8,CAD,22.8742
2008,8,CNY,3.42818
2008,8,NOK,4.56405
2008,8,XDR,37.9487
2008,8,SGD,17.1264
2008,8,TRY,20.0639
2008,8,UAH,5.01576
2008,8,SEK,3.86777
2008,8,CHF,22.3844
2008,8,JPY,0.216809
2008,9,AUD,21.2123
2008,9,GBP,44.9364
2008,9,BYR,0.0116368
2008,9,DKK,4.85959
2008,9,USD,24.5769
2008,9,EUR,36.2264
2008,9,ISK,0.297487
2008,9,KZT,0.20551
2008,9,CAD,23.3754
2008,9,CNY,3.59212
2008,9,NOK,4.57713
2008,9,XDR,38.6322
2008,9,SGD,17.3541
2008,9,TRY,20.7838
2008,9,UAH,5.28535
2008,9,SEK,3.83912
2008,9,CHF,22.4549
2008,9,JPY,0.225518
2008,10,AUD,20.4776
2008,10,GBP,46.0092
2008,10,BYR,0.0120046
2008,10,DKK,4.90125
2008,10,USD,25.3718
2008,10,EUR,36.4999
2008,10,ISK,0.255983
2008,10,KZT,0.211555
2008,10,CAD,24.212
2008,10,CNY,3.70656
2008,10,NOK,4.3889
2008,10,XDR,39.4869
2008,10,SGD,17.791
2008,10,TRY,19.7985
2008,10,UAH,5.00529
2008,10,SEK,3.74713
2008,10,CHF,23.1642
2008,10,JPY,0.24263
2008,11,AUD,17.7899
2008,11,GBP,43.7851
2008,11,BYR,0.0128214
2008,11,DKK,4.61386
2008,11,USD,27.0981
2008,11,EUR,34.4092
2008,11,ISK,0.227076
2008,11,KZT,0.226138
2008,11,CAD,21.924
2008,11,CNY,3.96136
2008,11,NOK,4.02479
2008,11,XDR,40.7401
2008,11,SGD,18.2626
2008,11,TRY,17.0621
2008,11,UAH,4.52767
2008,11,SEK,3.47925
2008,11,CHF,23.5267
2008,11,JPY,0.279722
2008,12,AUD,18.1647
2008,12,GBP,42.6292
2008,12,BYR,0.012888
2008,12,DKK,4.79387
2008,12,USD,27.606
2008,12,EUR,35.7166
2008,12,ISK,0.19513
2008,12,KZT,0.229333
2008,12,CAD,22.3603
2008,12,CNY,4.04034
2008,12,NOK,4.01349
2008,12,XDR,41.247
2008,12,SGD,18.3052
2008,12,TRY,17.6826
2008,12,UAH,3.74319
2008,12,SEK,3.466
2008,12,CHF,23.0723
2008,12,JPY,0.289675
2009,1,AUD,20.3743
2009,1,GBP,42.4914
2009,1,BYR,0.0133537
2009,1,DKK,5.55943
2009,1,USD,29.3916
2009,1,EUR,41.4275
2009,1,ISK,0.242056
2009,1,KZT,0.242475
2009,1,CAD,24.2225
2009,1,CNY,4.30867
2009,1,NOK,4.1997
2009,1,XDR,45.4926
2009,1,SGD,20.4677
2009,1,TRY,19.3239
2009,1,UAH,3.82952
2009,1,SEK,3.798
2009,1,CHF,27.8752
2009,1,JPY,0.325723
2009,2,AUD,22.8318
2009,2,GBP,50.3631
2009,2,BYR,0.0130057
2009,2,DKK,6.12243
2009,2,USD,35.4146
2009,2,EUR,45.6636
2009,2,ISK,0.308114
2009,2,KZT,0.290212
2009,2,CAD,28.8346
2009,2,CNY,5.1778
2009,2,NOK,5.14314
2009,2,XDR,53.2894
2009,2,SGD,23.4814
2009,2,TRY,21.614
2009,2,UAH,4.5564
2009,2,SEK,4.29513
2009,2,CHF,30.6408
2009,2,JPY,0.396802
2009,3,AUD,22.9468
2009,3,GBP,50.7481
2009,3,BYR,0.0125291
2009,3,DKK,6.06738
2009,3,USD,35.7205
2009,3,EUR,45.3543
2009,3,ISK,0.314996
2009,3,KZT,0.237054
2009,3,CAD,28.4105
2009,3,CNY,5.22222
2009,3,NOK,5.12865
2009,3,XDR,52.6056
2009,3,SGD,23.1216
2009,3,TRY,21.1039
2009,3,UAH,4.20241
2009,3,SEK,3.95313
2009,3,CHF,30.4237
2009,3,JPY,0.36539
2009,4,AUD,23.3051
2009,4,GBP,48.3833
2009,4,BYR,0.0119462
2009,4,DKK,6.03067
2009,4,USD,33.9032
2009,4,EUR,44.8946
2009,4,ISK,0.276073
2009,4,KZT,0.224651
2009,4,CAD,27.0274
2009,4,CNY,4.95936
2009,4,NOK,5.02329
2009,4,XDR,50.5185
2009,4,SGD,22.3033
2009,4,TRY,20.0813
2009,4,UAH,4.21158
2009,4,SEK,4.09256
2009,4,CHF,29.5762
2009,4,JPY,0.345282
2009,5,AUD,24.2524
2009,5,GBP,49.0323
2009,5,BYR,0.0116681
2009,5,DKK,5.91059
2009,5,USD,32.974
2009,5,EUR,43.9939
2009,5,ISK,0.259812
2009,5,KZT,0.21861
2009,5,CAD,27.6604
2009,5,CNY,4.83178
2009,5,NOK,5.04707
2009,5,XDR,49.4066
2009,5,SGD,22.3689
2009,5,TRY,20.8564
2009,5,UAH,4.06084
2009,5,SEK,4.12985
2009,5,CHF,29.1418
2009,5,JPY,0.337675
2009,6,AUD,24.5736
2009,6,GBP,49.7887
2009,6,BYR,0.0111214
2009,6,DKK,5.82949
2009,6,USD,30.9843
2009,6,EUR,43.378
2009,6,ISK,0.24898
2009,6,KZT,0.205889
2009,6,CAD,28.0477
2009,6,CNY,4.53763
2009,6,NOK,4.83827
2009,6,XDR,47.5659
2009,6,SGD,21.4024
2009,6,TRY,20.0235
2009,6,UAH,4.05288
2009,6,SEK,4.04104
2009,6,CHF,28.6918
2009,6,JPY,0.320533
2009,7,AUD,25.2219
2009,7,GBP,51.8436
2009,7,BYR,0.0109368
2009,7,DKK,5.88017
2009,7,USD,31.0385
2009,7,EUR,43.8512
2009,7,ISK,0.243554
2009,7,KZT,0.206222
2009,7,CAD,26.9034
2009,7,CNY,4.54324
2009,7,NOK,4.85242
2009,7,XDR,48.1193
2009,7,SGD,21.4443
2009,7,TRY,20.2153
2009,7,UAH,4.05732
2009,7,SEK,4.03758
2009,7,CHF,28.7234
2009,7,JPY,0.325147
2009,8,AUD,25.7887
2009,8,GBP,51.5649
2009,8,BYR,0.010931
2009,8,DKK,5.90148
2009,8,USD,31.1533
2009,8,EUR,43.9978
2009,8,ISK,0.241845
2009,8,KZT,0.206683
2009,8,CAD,28.8136
2009,8,CNY,4.55938
2009,8,NOK,5.02602
2009,8,XDR,48.3206
2009,8,SGD,21.6132
2009,8,TRY,21.1567
2009,8,UAH,3.87961
2009,8,SEK,4.2192
2009,8,CHF,28.6599
2009,8,JPY,0.326811
2009,9,AUD,26.6594
2009,9,GBP,51.5803
2009,9,BYR,0.0112667
2009,9,DKK,6.10916
2009,9,USD,31.8397
2009,9,EUR,45.4321
2009,9,ISK,0.253652
2009,9,KZT,0.211097
2009,9,CAD,29.0058
2009,9,CNY,4.66092
2009,9,NOK,5.27637
2009,9,XDR,49.7947
2009,9,SGD,22.0634
2009,9,TRY,21.1855
2009,9,UAH,3.76578
2009,9,SEK,4.46234
2009,9,CHF,30.012
2009,9,JPY,0.342952
2009,10,AUD,26.3776
2009,10,GBP,48.218
2009,10,BYR,0.0108531
2009,10,DKK,5.8881
2009,10,USD,30.0087
2009,10,EUR,43.8877
2009,10,ISK,0.24147
2009,10,KZT,0.198812
2009,10,CAD,27.7755
2009,10,CNY,4.3954
2009,10,NOK,5.1442
2009,10,XDR,47.3405
2009,10,SGD,21.2106
2009,10,TRY,20.197
2009,10,UAH,3.60898
2009,10,SEK,4.28188
2009,10,CHF,29.0135
2009,10,JPY,0.334117
2009,11,AUD,26.5186
2009,11,GBP,48.0264
2009,11,BYR,0.0105863
2009,11,DKK,5.78362
2009,11,USD,29.0488
2009,11,EUR,43.0678
2009,11,ISK,0.233314
2009,11,KZT,0.192676
2009,11,CAD,27.2069
2009,11,CNY,4.25387
2009,11,NOK,5.13212
2009,11,XDR,46.1071
2009,11,SGD,20.7833
2009,11,TRY,19.4554
2009,11,UAH,3.53392
2009,11,SEK,4.14403
2009,11,CHF,28.5044
2009,11,JPY,0.3192
2009,12,AUD,26.6182
2009,12,GBP,47.9168
2009,12,BYR,0.0104451
2009,12,DKK,5.87306
2009,12,USD,29.0687
2009,12,EUR,43.7658
2009,12,ISK,0.238034
2009,12,KZT,0.195486
2009,12,CAD,27.522
2009,12,CNY,4.25759
2009,12,NOK,5.14992
2009,12,XDR,46.8134
2009,12,SGD,21.0125
2009,12,TRY,19.1267
2009,12,UAH,3.62679
2009,12,SEK,4.17816
2009,12,CHF,29.0194
2009,12,JPY,0.338264
2010,1,AUD,27.1304
2010,1,GBP,48.6886
2010,1,BYR,0.0105395
2010,1,DKK,5.83964
2010,1,USD,30.1851
2010,1,EUR,43.4605
2010,1,ISK,0.241259
2010,1,KZT,0.203239
2010,1,CAD,28.7559
2010,1,CNY,4.42149
2010,1,NOK,5.22586
2010,1,XDR,47.1488
2010,1,SGD,21.5239
2010,1,TRY,20.1409
2010,1,UAH,3.7497
2010,1,SEK,4.23258
2010,1,CHF,29.2548
2010,1,JPY,0.327015
2010,2,AUD,27.1903
2010,2,AZN,37.798
2010,2,GBP,49.2073
2010,2,AMD,0.0808266
2010,2,BYR,0.0105408
2010,2,BGN,21.7381
2010,2,BRL,16.2734
2010,2,HUF,0.15668
2010,2,DKK,5.71124
2010,2,USD,30.4312
2010,2,EUR,42.4637
2010,2,INR,0.657385
2010,2,KZT,0.205686
2010,2,CAD,28.6142
2010,2,KGS,0.688099
2010,2,CNY,4.45767
2010,2,LVL,59.9984
2010,2,LTL,12.3143
2010,2,MDL,2.40158
2010,2,NOK,5.18446
2010,2,PLN,10.4646
2010,2,RON,10.2937
2010,2,XDR,47.3686
2010,2,SGD,21.6746
2010,2,TJS,6.9635
2010,2,TRY,20.4099
2010,2,TMT,10.6645
2010,2,UZS,0.0199676
2010,2,UAH,3.78969
2010,2,CZK,1.62213
2010,2,SEK,4.15177
2010,2,CHF,28.9683
2010,2,EEK,2.71736
2010,2,ZAR,4.0107
2010,2,KRW,0.0261943
2010,2,JPY,0.337618
2010,3,AUD,26.8068
2010,3,AZN,37.1984
2010,3,GBP,45.6474
2010,3,AMD,0.0779399
2010,3,BYR,0.0102178
2010,3,BGN,20.8525
2010,3,BRL,16.58
2010,3,HUF,0.151018
2010,3,DKK,5.48254
2010,3,USD,29.9484
2010,3,EUR,40.8047
2010,3,INR,0.649569
2010,3,KZT,0.203281
2010,3,CAD,28.4735
2010,3,KGS,0.669238
2010,3,CNY,4.38734
2010,3,LVL,57.5157
2010,3,LTL,11.8191
2010,3,MDL,2.32428
2010,3,NOK,5.0663
2010,3,PLN,10.3513
2010,3,RON,9.92129
2010,3,XDR,45.8983
2010,3,SGD,21.3004
2010,3,TJS,6.85742
2010,3,TRY,19.3628
2010,3,TMT,10.4715
2010,3,UZS,0.0194805
2010,3,UAH,3.73328
2010,3,CZK,1.57387
2010,3,SEK,4.22005
2010,3,CHF,27.8927
2010,3,EEK,2.60836
2010,3,ZAR,3.88169
2010,3,KRW,0.0258176
2010,3,JPY,0.336688
2010,4,AUD,26.9914
2010,4,AZN,36.6359
2010,4,GBP,44.4322
2010,4,AMD,0.073281
2010,4,BYR,0.0099012
2010,4,BGN,20.2385
2010,4,BRL,16.4863
2010,4,HUF,0.148361
2010,4,DKK,5.31634
2010,4,USD,29.4956
2010,4,EUR,39.5713
2010,4,INR,0.654149
2010,4,KZT,0.200691
2010,4,CAD,28.9826
2010,4,KGS,0.651908
2010,4,CNY,4.32107
2010,4,LVL,55.8523
2010,4,LTL,11.4631
2010,4,MDL,2.38131
2010,4,NOK,4.9299
2010,4,PLN,10.2415
2010,4,RON,9.68212
2010,4,XDR,44.8197
2010,4,SGD,21.0472
2010,4,TJS,6.75343
2010,4,TRY,19.3034
2010,4,TMT,10.3385
2010,4,UZS,0.0189841
2010,4,UAH,3.6999
2010,4,CZK,1.5542
2010,4,SEK,4.06499
2010,4,CHF,27.6461
2010,4,EEK,2.52977
2010,4,ZAR,4.01202
2010,4,KRW,0.0260688
2010,4,JPY,0.316341
2010,5,AUD,27.145
2010,5,AZN,36.2879
2010,5,GBP,44.8296
2010,5,AMD,0.0758224
2010,5,BYR,0.0098426
2010,5,BGN,19.8271
2010,5,BRL,16.8616
2010,5,HUF,0.14559
2010,5,DKK,5.2102
2010,5,USD,29.1537
2010,5,EUR,38.6986
2010,5,INR,0.656689
2010,5,KZT,0.199042
2010,5,CAD,29.081
2010,5,KGS,0.644352
2010,5,CNY,4.27098
2010,5,LVL,54.7796
2010,5,LTL,11.2289
2010,5,MDL,2.29542
2010,5,NOK,4.94969
2010,5,PLN,9.93346
2010,5,RON,9.392
2010,5,XDR,43.974
2010,5,SGD,21.3471
2010,5,TJS,6.67423
2010,5,TRY,19.7251
2010,5,TMT,10.2168
2010,5,UZS,0.0186114
2010,5,UAH,3.65885
2010,5,CZK,1.52203
2010,5,SEK,4.03662
2010,5,CHF,27.0242
2010,5,EEK,2.47819
2010,5,ZAR,3.98084
2010,5,KRW,0.0263037
2010,5,JPY,0.309504
2010,6,AUD,26.0583
2010,6,AZN,38.2529
2010,6,GBP,44.5392
2010,6,AMD,0.0810547
2010,6,BYR,0.0102433
2010,6,BGN,19.3333
2010,6,BRL,16.9385
2010,6,HUF,0.137379
2010,6,DKK,5.08166
2010,6,USD,30.74
2010,6,EUR,37.8133
2010,6,INR,0.660436
2010,6,KZT,0.209579
2010,6,CAD,29.279
2010,6,KGS,0.668261
2010,6,CNY,4.50165
2010,6,LVL,53.3681
2010,6,LTL,10.95
2010,6,MDL,2.37963
2010,6,NOK,4.75955
2010,6,PLN,9.27412
2010,6,RON,9.0609
2010,6,XDR,45.3209
2010,6,SGD,21.9305
2010,6,TJS,7.0332
2010,6,TRY,19.515
2010,6,TMT,10.7727
2010,6,UZS,0.0194696
2010,6,UAH,3.87886
2010,6,CZK,1.48431
2010,6,SEK,3.92522
2010,6,CHF,26.5549
2010,6,EEK,2.41642
2010,6,ZAR,4.02198
2010,6,KRW,0.0255714
2010,6,JPY,0.336195
2010,7,AUD,26.7359
2010,7,AZN,38.8749
2010,7,GBP,47.0519
2010,7,AMD,0.0852226
2010,7,BYR,0.0103529
2010,7,BGN,19.542
2010,7,BRL,17.2615
2010,7,HUF,0.133433
2010,7,DKK,5.13132
2010,7,USD,31.2554
2010,7,EUR,38.2097
2010,7,INR,0.670789
2010,7,KZT,0.211808
2010,7,CAD,29.7699
2010,7,KGS,0.679465
2010,7,CNY,4.60369
2010,7,LVL,53.8886
2010,7,LTL,11.0713
2010,7,MDL,2.42855
2010,7,NOK,4.83045
2010,7,PLN,9.22914
2010,7,RON,8.76213
2010,7,XDR,46.1061
2010,7,SGD,22.3381
2010,7,TJS,7.13203
2010,7,TRY,19.7457
2010,7,TMT,10.9649
2010,7,UZS,0.0195959
2010,7,UAH,3.94569
2010,7,CZK,1.48235
2010,7,SEK,4.02444
2010,7,CHF,28.8334
2010,7,EEK,2.44316
2010,7,ZAR,4.08744
2010,7,KRW,0.0255746
2010,7,JPY,0.352253
2010,8,AUD,27.1471
2010,8,AZN,37.5646
2010,8,GBP,47.167
2010,8,AMD,0.0814761
2010,8,BYR,0.0101434
2010,8,BGN,20.1676
2010,8,BRL,17.1712
2010,8,HUF,0.13858
2010,8,DKK,5.29363
2010,8,USD,30.1869
2010,8,EUR,39.4694
2010,8,INR,0.64953
2010,8,KZT,0.204352
2010,8,CAD,29.1802
2010,8,KGS,0.647093
2010,8,CNY,4.45682
2010,8,LVL,55.6646
2010,8,LTL,11.4236
2010,8,MDL,2.4713
2010,8,NOK,4.96332
2010,8,PLN,9.86307
2010,8,RON,9.27059
2010,8,XDR,45.9339
2010,8,SGD,22.1767
2010,8,TJS,6.88947
2010,8,TRY,19.9754
2010,8,TMT,10.5938
2010,8,UZS,0.0188016
2010,8,UAH,3.82316
2010,8,CZK,1.59335
2010,8,SEK,4.17442
2010,8,CHF,29.0538
2010,8,EEK,2.52089
2010,8,ZAR,4.11647
2010,8,KRW,0.0255086
2010,8,JPY,0.349466
2010,9,AUD,27.4468
2010,9,AZN,38.4108
2010,9,GBP,47.569
2010,9,AMD,0.0849158
2010,9,BYR,0.0102446
2010,9,BGN,19.9618
2010,9,BRL,17.548
2010,9,HUF,0.136293
2010,9,DKK,5.24412
2010,9,USD,30.8669
2010,9,EUR,39.0127
2010,9,INR,0.656079
2010,9,KZT,0.209487
2010,9,CAD,29.0567
2010,9,KGS,0.66167
2010,9,CNY,4.53325
2010,9,LVL,55.0605
2010,9,LTL,11.3082
2010,9,MDL,2.53735
2010,9,NOK,4.87829
2010,9,PLN,9.75658
2010,9,RON,9.18576
2010,9,XDR,46.5822
2010,9,SGD,22.7481
2010,9,TJS,7.04434
2010,9,TRY,20.1995
2010,9,TMT,10.8172
2010,9,UZS,0.0191362
2010,9,UAH,3.91364
2010,9,CZK,1.57296
2010,9,SEK,4.1533
2010,9,CHF,30.2202
2010,9,EEK,2.49555
2010,9,ZAR,4.1883
2010,9,KRW,0.0257275
2010,9,JPY,0.36583
2010,10,AUD,29.5423
2010,10,AZN,38.003
2010,10,GBP,48.3533
2010,10,AMD,0.0846397
2010,10,BYR,0.0101337
2010,10,BGN,21.2114
2010,10,BRL,17.9433
2010,10,HUF,0.149476
2010,10,DKK,5.56698
2010,10,USD,30.5126
2010,10,EUR,41.4392
2010,10,INR,0.6846
2010,10,KZT,0.206746
2010,10,CAD,29.555
2010,10,KGS,0.654075
2010,10,CNY,4.56079
2010,10,LVL,58.4869
2010,10,LTL,12.0133
2010,10,MDL,2.56408
2010,10,NOK,5.20728
2010,10,PLN,10.4121
2010,10,RON,9.70287
2010,10,XDR,47.3638
2010,10,SGD,23.1806
2010,10,TJS,6.9619
2010,10,TRY,21.0026
2010,10,TMT,10.693
2010,10,UZS,0.0188326
2010,10,UAH,3.84386
2010,10,CZK,1.68736
2010,10,SEK,4.53207
2010,10,CHF,31.1926
2010,10,EEK,2.6511
2010,10,ZAR,4.37526
2010,10,KRW,0.0267596
2010,10,JPY,0.3661
2010,11,AUD,29.9879
2010,11,AZN,38.4296
2010,11,GBP,48.9774
2010,11,AMD,0.0862244
2010,11,BYR,0.0102198
2010,11,BGN,21.8297
2010,11,BRL,18.0593
2010,11,HUF,0.15608
2010,11,DKK,5.72562
2010,11,USD,30.7821
2010,11,EUR,42.7256
2010,11,INR,0.691267
2010,11,KZT,0.20865
2010,11,CAD,30.1047
2010,11,KGS,0.659367
2010,11,CNY,4.611
2010,11,LVL,60.1918
2010,11,LTL,12.3673
2010,11,MDL,2.60314
2010,11,NOK,5.18741
2010,11,PLN,10.7221
2010,11,RON,10.0017
2010,11,XDR,48.3144
2010,11,SGD,23.6931
2010,11,TJS,7.01954
2010,11,TRY,21.4719
2010,11,TMT,10.7875
2010,11,UZS,0.0189277
2010,11,UAH,3.87172
2010,11,CZK,1.73342
2010,11,SEK,4.54375
2010,11,CHF,31.2255
2010,11,EEK,2.72908
2010,11,ZAR,4.38367
2010,11,KRW,0.0273716
2010,11,JPY,0.381651
2010,12,AUD,30.1554
2010,12,AZN,39.1767
2010,12,GBP,48.7706
2010,12,AMD,0.0874017
2010,12,BYR,0.0103343
2010,12,BGN,21.001
2010,12,BRL,18.2352
2010,12,HUF,0.144885
2010,12,DKK,5.51122
2010,12,USD,31.3335
2010,12,EUR,41.0814
2010,12,INR,0.681533
2010,12,KZT,0.212229
2010,12,CAD,30.7493
2010,12,KGS,0.668808
2010,12,CNY,4.70212
2010,12,LVL,57.875
2010,12,LTL,11.8971
2010,12,MDL,2.56175
2010,12,NOK,5.07919
2010,12,PLN,10.0715
2010,12,RON,9.55902
2010,12,XDR,47.9829
2010,12,SGD,23.7771
2010,12,TJS,7.12157
2010,12,TRY,20.896
2010,12,TMT,10.9931
2010,12,UZS,0.0191771
2010,12,UAH,3.93316
2010,12,CZK,1.652
2010,12,SEK,4.47296
2010,12,CHF,31.4941
2010,12,EEK,2.62508
2010,12,ZAR,4.39824
2010,12,KRW,0.0270198
2010,12,JPY,0.373218
2011,1,AUD,30.8938
2011,1,AZN,37.9476
2011,1,GBP,47.0008
2011,1,AMD,0.0837833
2011,1,BYR,0.0101135
2011,1,BGN,20.7015
2011,1,BRL,18.2878
2011,1,HUF,0.145232
2011,1,DKK,5.43079
2011,1,USD,30.3505
2011,1,EUR,40.4876
2011,1,INR,0.677089
2011,1,KZT,0.205829
2011,1,CAD,30.3778
2011,1,KGS,0.644395
2011,1,CNY,4.60638
2011,1,LVL,57.0284
2011,1,LTL,11.7251
2011,1,MDL,2.49891
2011,1,NOK,5.18236
2011,1,PLN,10.2176
2011,1,RON,9.45381
2011,1,XDR,46.7407
2011,1,SGD,23.6559
2011,1,TJS,6.8933
2011,1,TRY,19.6126
2011,1,TMT,10.653
2011,1,UZS,0.0185064
2011,1,UAH,3.80929
2011,1,CZK,1.61637
2011,1,SEK,4.51241
2011,1,CHF,32.3877
2011,1,EEK,2.58762
2011,1,ZAR,4.57913
2011,1,KRW,0.0270878
2011,1,JPY,0.372925
2011,2,AUD,29.617
2011,2,AZN,37.3972
2011,2,GBP,47.2686
2011,2,AMD,0.0819857
2011,2,BYR,0.0098944
2011,2,BGN,20.7432
2011,2,BRL,17.6939
2011,2,HUF,0.147936
2011,2,DKK,5.44325
2011,2,USD,29.8018
2011,2,EUR,40.5811
2011,2,INR,0.64857
2011,2,KZT,0.20272
2011,2,CAD,29.7572
2011,2,KGS,0.630459
2011,2,CNY,4.51201
2011,2,LVL,57.6326
2011,2,LTL,11.7506
2011,2,MDL,2.48038
2011,2,NOK,5.109
2011,2,PLN,10.2807
2011,2,RON,9.52987
2011,2,XDR,46.619
2011,2,SGD,23.2101
2011,2,TJS,6.76883
2011,2,TRY,18.4566
2011,2,TMT,10.4586
2011,2,UZS,0.0180525
2011,2,UAH,3.75101
2011,2,CZK,1.67022
2011,2,SEK,4.56034
2011,2,CHF,31.6367
2011,2,ZAR,4.1494
2011,2,KRW,0.0265743
2011,2,JPY,0.362972
2011,3,AUD,29.3508
2011,3,AZN,36.3374
2011,3,GBP,46.5884
2011,3,AMD,0.079436
2011,3,BYR,0.009561
2011,3,BGN,20.3498
2011,3,BRL,17.3768
2011,3,HUF,0.146166
2011,3,DKK,5.33814
2011,3,USD,28.9028
2011,3,EUR,39.8136
2011,3,INR,0.638983
2011,3,KZT,0.197992
2011,3,CAD,29.6014
2011,3,KGS,0.608756
2011,3,CNY,4.39954
2011,3,LVL,56.4949
2011,3,LTL,11.5759
2011,3,MDL,2.42473
2011,3,NOK,5.13216
2011,3,PLN,10.0371
2011,3,RON,9.44814
2011,3,XDR,45.365
2011,3,SGD,22.7295
2011,3,TJS,6.5465
2011,3,TRY,18.008
2011,3,TMT,10.1438
2011,3,UZS,0.017364
2011,3,UAH,3.6413
2011,3,CZK,1.62961
2011,3,SEK,4.51599
2011,3,CHF,31.1184
2011,3,ZAR,4.13577
2011,3,KRW,0.0256492
2011,3,JPY,0.353789
2011,4,AUD,29.4515
2011,4,AZN,35.8514
2011,4,GBP,46.048
